year,home_team,home_points,away_team,away_points
2018,North Dakota,30,Weber State,35
2018,Grambling,45,Arkansas-Pine Bluff,38
2018,South Dakota,14,North Dakota State,59
2018,Missouri State,35,Southern Illinois,49
2018,Kansas,27,TCU,26
2018,Colorado,34,Oregon State,41
2018,Savannah St,32,Norfolk State,3
2018,Eastern Washington,38,Idaho,14
2018,Georgia,36,Florida,17
2018,Oklahoma,51,Kansas State,14
2018,Pittsburgh,54,Duke,45
2018,Alabama A&M,27,Alabama State,10
2018,East Tennessee State,45,Western Carolina,43
2018,SMU,20,Cincinnati,26
2018,BYU,6,Northern Illinois,7
2018,Old Dominion,17,Middle Tennessee,51
2018,USC,35,Arizona State,38
2018,Penn State,30,Iowa,24
2018,James Madison,13,Stony Brook,10
2018,Houston,57,South Florida,36
2018,Delaware,40,Towson,36
2018,Maryland,63,Illinois,33
2018,Utah State,61,New Mexico,19
2018,Campbell,7,Gardner-Webb,35
2018,Missouri,14,Kentucky,15
2018,North Texas,41,Rice,17
2018,San Diego,59,Jacksonville,35
2018,Florida A&M,38,Morgan State,3
2018,Montana,21,UC Davis,49
2018,Murray State,15,Jacksonville State,42
2018,Stephen F. Austin,17,Lamar,24
2018,Nicholls,48,Incarnate Word,21
2018,Austin Peay,41,Tennessee Tech,10
2018,Idaho State,24,Montana State,17
2018,Charleston Southern,10,Kennesaw State,38
2018,California,12,Washington,10
2018,San José State,50,UNLV,37
2018,Northwestern State,31,Houston Christian,28
2018,Southern,41,Jackson State,7
2018,Louisiana,47,Arkansas State,43
2018,Northern Arizona,28,Cal Poly,38
2018,McNeese,23,Central Arkansas,21
2018,Air Force,38,Boise State,48
2018,Tulsa,17,Tulane,24
2018,Texas State,27,New Mexico State,20
2018,Syracuse,51,NC State,41
2018,Stanford,38,Washington State,41
2018,Mississippi State,28,Texas A&M,13
2018,Western Kentucky,17,Florida International,38
2018,South Carolina,27,Tennessee,24
2018,UTEP,0,UAB,19
2018,Southern Utah,39,Northern Colorado,42
2018,Navy,22,Notre Dame,44
2018,Oklahoma State,38,Texas,35
2018,Sacramento State,14,Portland State,41
2018,Arizona,44,Oregon,15
2018,Nevada,28,San Diego State,24
2018,Fresno State,50,Hawai'i,20
2018,Buffalo,51,Miami (OH),42
2018,Bowling Green,28,Kent State,35
2018,Toledo,45,Ball State,13
2018,Akron,26,Northern Illinois,36
2018,Western Michigan,14,Ohio,59
2018,UCF,52,Temple,40
2018,Cornell,7,Pennsylvania,20
2018,Virginia,13,Pittsburgh,23
2018,Middle Tennessee,29,Western Kentucky,10
2018,Arizona,42,Colorado,34
2018,Army,17,Air Force,14
2018,Auburn,28,Texas A&M,24
2018,East Carolina,41,Memphis,59
2018,Ohio State,36,Nebraska,31
2018,Eastern Michigan,17,Central Michigan,7
2018,Baylor,35,Oklahoma State,31
2018,Maryland,3,Michigan State,24
2018,Wisconsin,31,Rutgers,17
2018,Ole Miss,44,South Carolina,48
2018,Kansas,3,Iowa State,27
2018,Clemson,77,Louisville,16
2018,Harvard,52,Columbia,18
2018,Jacksonville,48,Butler,44
2018,St. Francis (PA),27,Bryant,14
2018,Wagner,30,Duquesne,47
2018,Sacred Heart,38,Robert Morris,7
2018,Marist,35,Valparaiso,24
2018,Wake Forest,24,Syracuse,41
2018,North Carolina,28,Georgia Tech,38
2018,Lehigh,45,Bucknell,17
2018,Lafayette,14,Holy Cross,40
2018,Yale,46,Brown,16
2018,Indiana State,51,South Dakota,48
2018,Furman,16,Chattanooga,10
2018,New Hampshire,35,James Madison,24
2018,Monmouth,37,Charleston Southern,3
2018,Fordham,0,Colgate,41
2018,Princeton,14,Dartmouth,9
2018,Howard,31,Florida A&M,23
2018,Stetson,48,Morehead State,24
2018,North Carolina A&T,37,Norfolk State,20
2018,SUNY Maritime,10,Hampton,51
2018,VMI,20,Greeneville,11
2018,Elon,24,Rhode Island,21
2018,Gardner-Webb,38,Presbyterian,20
2018,Northern Colorado,13,Eastern Washington,48
2018,Weber State,26,Sacramento State,14
2018,Delaware State,25,Savannah St,6
2018,Kennesaw State,49,Campbell,0
2018,Northern Iowa,26,Illinois State,16
2018,Southern Illinois,31,Western Illinois,34
2018,Drake,10,San Diego,27
2018,North Carolina Central,52,Edward Waters,12
2018,Jacksonville State,21,UT Martin,14
2018,Southeast Missouri State,38,Tennessee State,21
2018,Georgia State,30,Texas State,40
2018,Wyoming,24,San José State,9
2018,North Alabama,41,Shorter,14
2018,Tennessee Tech,27,Murray State,24
2018,South Dakota State,59,Missouri State,7
2018,Abilene Christian,49,Northwestern State,47
2018,Houston Christian,20,Nicholls,41
2018,Incarnate Word,43,Sam Houston,26
2018,Mercer,18,East Tennessee State,21
2018,Samford,35,Wofford,20
2018,Southern Utah,14,Montana,57
2018,Alabama State,30,Texas Southern,21
2018,Southern Miss,26,Marshall,24
2018,Grambling,24,Mississippi Valley State,19
2018,Arkansas State,38,South Alabama,14
2018,UL Monroe,44,Georgia Southern,25
2018,Jackson State,34,Prairie View A&M,28
2018,Richmond,21,Villanova,45
2018,SE Louisiana,23,McNeese,6
2018,TCU,14,Kansas State,13
2018,Arkansas-Pine Bluff,14,Alabama A&M,45
2018,Western Carolina,24,The Citadel,38
2018,UAlbany,16,Delaware,21
2018,North Dakota State,17,Youngstown State,7
2018,Illinois,55,Minnesota,31
2018,Rice,26,UTEP,34
2018,Cincinnati,42,Navy,0
2018,South Florida,15,Tulane,41
2018,Troy,26,Louisiana,16
2018,Kentucky,17,Georgia,34
2018,Texas,41,West Virginia,42
2018,Purdue,38,Iowa,36
2018,NC State,47,Florida State,28
2018,Massachusetts,62,Liberty,59
2018,Virginia Tech,21,Boston College,31
2018,Michigan,42,Penn State,7
2018,Montana State,49,Cal Poly,42
2018,UC Davis,42,Northern Arizona,20
2018,New Mexico State,52,Alcorn State,42
2018,Arizona State,38,Utah,20
2018,Tennessee,14,Charlotte,3
2018,Florida,17,Missouri,38
2018,Morgan State,28,Bethune-Cookman,30
2018,Towson,28,Maine,35
2018,Coastal Carolina,7,App State,23
2018,Idaho,31,North Dakota,27
2018,Austin Peay,13,Eastern Kentucky,17
2018,Tulsa,49,UConn,19
2018,SMU,45,Houston,31
2018,Miami,12,Duke,20
2018,Central Arkansas,24,Lamar,38
2018,Northwestern,21,Notre Dame,31
2018,UAB,52,UTSA,3
2018,Mississippi State,45,Louisiana Tech,3
2018,Oregon,42,UCLA,21
2018,Florida International,14,Florida Atlantic,49
2018,LSU,0,Alabama,29
2018,Texas Tech,46,Oklahoma,51
2018,Washington,27,Stanford,23
2018,Oregon State,21,USC,38
2018,Portland State,45,Idaho State,48
2018,Boise State,21,BYU,16
2018,New Mexico,23,San Diego State,31
2018,UNLV,3,Fresno State,48
2018,Washington State,19,California,13
2018,Hawai'i,17,Utah State,56
2018,Buffalo,48,Kent State,14
2018,Miami (OH),30,Ohio,28
2018,Northern Illinois,38,Toledo,15
2018,Bethune-Cookman,28,North Carolina Central,25
2018,NC State,23,Wake Forest,27
2018,Syracuse,54,Louisville,23
2018,Boise State,24,Fresno State,17
2018,Elon,10,Towson,41
2018,Presbyterian,6,Campbell,34
2018,Monmouth,14,Kennesaw State,51
2018,Eastern Michigan,27,Akron,7
2018,Memphis,47,Tulsa,21
2018,UConn,50,SMU,62
2018,Massachusetts,16,BYU,35
2018,Kansas State,21,Kansas,17
2018,Indiana,34,Maryland,32
2018,Nebraska,54,Illinois,35
2018,Texas A&M,38,Ole Miss,24
2018,Missouri,33,Vanderbilt,28
2018,Penn State,22,Wisconsin,10
2018,Michigan State,6,Ohio State,26
2018,Brown,20,Columbia,42
2018,West Virginia,47,TCU,10
2018,Youngstown State,31,Northern Iowa,10
2018,Murray State,40,Southeast Missouri State,38
2018,Butler,28,Stetson,23
2018,St. Francis (PA),14,Central Connecticut,30
2018,Duquesne,28,Sacred Heart,24
2018,Army,31,Lafayette,13
2018,UCF,35,Navy,24
2018,Florida,35,South Carolina,31
2018,Holy Cross,17,Fordham,13
2018,Duke,42,North Carolina,35
2018,Yale,43,Princeton,59
2018,Lehigh,6,Colgate,48
2018,Georgetown,14,Bucknell,3
2018,Villanova,17,William & Mary,24
2018,Eastern Kentucky,40,Robert Morris,39
2018,Indiana State,28,Illinois State,23
2018,New Hampshire,24,UAlbany,10
2018,Stony Brook,17,Delaware,3
2018,Norfolk State,29,Howard,17
2018,Savannah St,12,North Carolina A&T,28
2018,Pennsylvania,7,Harvard,29
2018,Morgan State,9,Delaware State,0
2018,Chattanooga,9,Mercer,13
2018,Dayton,63,Morehead State,20
2018,Valparaiso,48,Jacksonville,30
2018,Bryant,36,Wagner,52
2018,Georgia Southern,21,Troy,35
2018,Cornell,24,Dartmouth,35
2018,VMI,13,Furman,49
2018,The Citadel,42,Samford,27
2018,Drake,13,Marist,10
2018,Mississippi Valley State,39,Hampton,54
2018,Arizona State,31,UCLA,28
2018,Eastern Illinois,52,Austin Peay,21
2018,Alabama A&M,16,Grambling,29
2018,James Madison,48,Rhode Island,31
2018,South Dakota,17,Western Illinois,12
2018,Southern Illinois,38,South Dakota State,57
2018,Marshall,30,Charlotte,13
2018,North Alabama,31,North Greenville,28
2018,North Dakota,17,Portland State,10
2018,Virginia,45,Liberty,24
2018,UTEP,32,Middle Tennessee,48
2018,Central Michigan,13,Bowling Green,24
2018,Alabama State,2,Jackson State,20
2018,Montana State,35,Northern Colorado,7
2018,UT Martin,38,Tennessee Tech,13
2018,Tennessee State,14,Jacksonville State,41
2018,Charleston Southern,16,Gardner-Webb,0
2018,Richmond,9,Maine,28
2018,Missouri State,7,North Dakota State,48
2018,Sam Houston,10,Abilene Christian,17
2018,Iowa,10,Northwestern,14
2018,Oklahoma,48,Oklahoma State,47
2018,Air Force,42,New Mexico,24
2018,Old Dominion,34,North Texas,31
2018,Iowa State,28,Baylor,14
2018,Pittsburgh,52,Virginia Tech,22
2018,Colorado,7,Washington State,31
2018,Alabama,24,Mississippi State,0
2018,Rutgers,7,Michigan,42
2018,Tennessee,24,Kentucky,7
2018,Minnesota,41,Purdue,10
2018,Western Carolina,23,Wofford,38
2018,Nicholls,47,Stephen F. Austin,14
2018,Florida A&M,21,South Carolina State,44
2018,Lamar,38,Houston Christian,9
2018,Central Arkansas,27,Incarnate Word,40
2018,Tulane,24,East Carolina,18
2018,Utah State,62,San José State,24
2018,Texas State,7,App State,38
2018,Eastern Washington,59,UC Davis,20
2018,San Diego,56,Davidson,52
2018,Florida Atlantic,34,Western Kentucky,15
2018,Southern,56,Arkansas-Pine Bluff,24
2018,Coastal Carolina,16,Arkansas State,44
2018,South Alabama,10,UL Monroe,38
2018,Louisiana,36,Georgia State,22
2018,Utah,32,Oregon,25
2018,Idaho,27,Montana,46
2018,Southern Utah,18,Weber State,31
2018,Northwestern State,37,McNeese,34
2018,Georgia,27,Auburn,10
2018,Georgia Tech,27,Miami,21
2018,Cincinnati,35,South Florida,23
2018,Louisiana Tech,28,Rice,13
2018,UTSA,7,Florida International,45
2018,Houston,49,Temple,59
2018,Cal Poly,37,Idaho State,14
2018,Notre Dame,42,Florida State,13
2018,Texas Tech,34,Texas,41
2018,UAB,26,Southern Miss,23
2018,Arkansas,17,LSU,24
2018,Boston College,7,Clemson,27
2018,Stanford,48,Oregon State,17
2018,San Diego State,24,UNLV,27
2018,Nevada,49,Colorado State,10
2018,USC,14,California,15
2018,Ball State,42,Western Michigan,41
2018,Ohio,52,Buffalo,17
2018,Northern Illinois,7,Miami (OH),13
2018,Kent State,34,Toledo,56
2018,Stephen F. Austin,23,Northwestern State,35
2018,Nicholls,44,SE Louisiana,0
2018,Houston,48,Tulane,17
2018,North Texas,41,Florida Atlantic,38
2018,New Mexico,14,Boise State,45
2018,SMU,18,Memphis,28
2018,Portland State,23,Eastern Washington,74
2018,Army,28,Colgate,14
2018,Harvard,45,Yale,27
2018,Marist,14,San Diego,31
2018,Sacred Heart,13,St. Francis (PA),7
2018,Robert Morris,7,Wagner,41
2018,Central Connecticut,31,Duquesne,38
2018,Mississippi Valley State,14,Alabama A&M,42
2018,Rhode Island,24,New Hampshire,21
2018,Maine,27,Elon,26
2018,Delaware,21,Villanova,42
2018,Kentucky,34,Middle Tennessee,23
2018,Mississippi State,52,Arkansas,6
2018,Minnesota,14,Northwestern,24
2018,Temple,27,South Florida,17
2018,Wake Forest,13,Pittsburgh,34
2018,Baylor,9,TCU,16
2018,Nebraska,9,Michigan State,6
2018,Rutgers,7,Penn State,20
2018,Florida,63,Idaho,10
2018,Maryland,51,Ohio State,52
2018,Alabama,50,The Citadel,17
2018,Louisville,10,NC State,52
2018,Lafayette,3,Lehigh,34
2018,Georgetown,31,Holy Cross,32
2018,Illinois State,35,Youngstown State,28
2018,East Tennessee State,27,Samford,38
2018,Norfolk State,27,Morgan State,44
2018,Davidson,41,Butler,38
2018,Columbia,24,Cornell,21
2018,Princeton,42,Pennsylvania,14
2018,Jacksonville,7,Dayton,34
2018,Stetson,45,Valparaiso,31
2018,Howard,55,Bryant,56
2018,Morehead State,6,Drake,43
2018,Colorado,7,Utah,30
2018,Dartmouth,49,Brown,7
2018,South Carolina State,21,Savannah St,17
2018,Bucknell,14,Fordham,17
2018,Gardner-Webb,42,Monmouth,56
2018,Wofford,45,Presbyterian,21
2018,Montana,25,Montana State,29
2018,Charlotte,35,Florida International,42
2018,North Carolina Central,0,North Carolina A&T,45
2018,Florida A&M,19,Bethune-Cookman,33
2018,Delaware State,41,Virginia University Of Lynchburg,7
2018,Colorado State,24,Utah State,29
2018,Campbell,7,Charleston Southern,12
2018,Southeast Missouri State,38,Eastern Illinois,32
2018,Towson,17,James Madison,38
2018,William & Mary,6,Richmond,10
2018,Western Illinois,13,Indiana State,15
2018,Prairie View A&M,66,Alabama State,13
2018,Old Dominion,77,VMI,14
2018,App State,45,Georgia State,17
2018,Tennessee Tech,6,Eastern Kentucky,37
2018,Notre Dame,36,Syracuse,3
2018,Marshall,23,UTSA,0
2018,Abilene Christian,7,Central Arkansas,16
2018,South Dakota State,49,South Dakota,27
2018,UC Davis,56,Sacramento State,13
2018,Mercer,30,Furman,35
2018,Tennessee State,31,UT Martin,28
2018,Kennesaw State,60,Jacksonville State,52
2018,Arkansas State,31,UL Monroe,17
2018,San José State,12,Nevada,21
2018,Houston Christian,20,Sam Houston,42
2018,Alcorn State,24,Jackson State,3
2018,North Carolina,49,Western Carolina,26
2018,Akron,6,Bowling Green,21
2018,Oklahoma State,45,West Virginia,41
2018,Kansas State,21,Texas Tech,6
2018,North Dakota State,65,Southern Illinois,17
2018,Illinois,0,Iowa,63
2018,Georgia Tech,30,Virginia,27
2018,Florida State,22,Boston College,21
2018,UCLA,34,USC,27
2018,UAlbany,25,Stony Brook,23
2018,Navy,37,Tulsa,29
2018,Virginia Tech,14,Miami,38
2018,Southern Miss,21,Louisiana Tech,20
2018,Purdue,44,Wisconsin,47
2018,Troy,12,Texas State,7
2018,Tennessee,17,Missouri,50
2018,Georgia,66,Massachusetts,27
2018,McNeese,17,Lamar,21
2018,Wyoming,35,Air Force,27
2018,Michigan,31,Indiana,20
2018,Auburn,53,Liberty,0
2018,Washington,42,Oregon State,23
2018,Northern Arizona,31,North Dakota,16
2018,Idaho State,13,Weber State,26
2018,Austin Peay,48,Murray State,23
2018,Northern Iowa,37,Missouri State,0
2018,Louisiana,48,South Alabama,38
2018,Coastal Carolina,17,Georgia Southern,41
2018,Texas A&M,41,UAB,20
2018,East Carolina,55,UConn,21
2018,Clemson,35,Duke,6
2018,Cal Poly,38,Southern Utah,24
2018,Oklahoma,55,Kansas,40
2018,South Carolina,49,Chattanooga,9
2018,LSU,42,Rice,10
2018,Western Kentucky,40,UTEP,16
2018,Vanderbilt,36,Ole Miss,29
2018,UCF,38,Cincinnati,13
2018,Texas,24,Iowa State,10
2018,Texas Southern,10,Arkansas-Pine Bluff,15
2018,BYU,45,New Mexico State,10
2018,Fresno State,23,San Diego State,14
2018,Oregon,31,Arizona State,29
2018,Washington State,69,Arizona,28
2018,Hawai'i,35,UNLV,28
2018,Miami (OH),42,Ball State,21
2018,Western Michigan,28,Northern Illinois,21
2018,Alabama State,31,Mississippi Valley State,24
2018,Air Force,27,Colorado State,19
2018,Ole Miss,3,Mississippi State,35
2018,Kent State,20,Eastern Michigan,28
2018,Memphis,52,Houston,31
2018,Iowa,31,Nebraska,28
2018,Bowling Green,14,Buffalo,44
2018,Kansas,17,Texas,24
2018,Ohio,49,Akron,28
2018,Toledo,51,Central Michigan,13
2018,Missouri,38,Arkansas,0
2018,South Alabama,31,Coastal Carolina,28
2018,Virginia Tech,34,Virginia,31
2018,Cincinnati,56,East Carolina,6
2018,Oregon State,15,Oregon,55
2018,South Florida,10,UCF,38
2018,West Virginia,56,Oklahoma,59
2018,Washington State,15,Washington,28
2018,Tulane,29,Navy,28
2018,Texas Tech,24,Baylor,35
2018,Ohio State,62,Michigan,39
2018,Georgia,45,Georgia Tech,21
2018,Florida State,14,Florida,41
2018,Boston College,21,Syracuse,42
2018,Louisiana Tech,15,Western Kentucky,30
2018,Indiana,21,Purdue,28
2018,Florida International,25,Marshall,28
2018,North Carolina,28,NC State,34
2018,Duke,7,Wake Forest,59
2018,Rice,27,Old Dominion,13
2018,South Carolina State,17,North Carolina Central,21
2018,Prairie View A&M,60,Texas Southern,14
2018,Southeast Missouri State,28,Stony Brook,14
2018,Wofford,19,Elon,7
2018,Towson,10,Duquesne,31
2018,Liberty,28,New Mexico State,21
2018,Georgia State,14,Georgia Southern,35
2018,New Mexico,3,Wyoming,31
2018,App State,21,Troy,10
2018,Middle Tennessee,27,UAB,3
2018,UTEP,7,Southern Miss,39
2018,UL Monroe,28,Louisiana,31
2018,Montana State,35,Incarnate Word,14
2018,James Madison,20,Delaware,6
2018,UCLA,42,Stanford,49
2018,Tulsa,27,SMU,24
2018,Northwestern,24,Illinois,16
2018,Penn State,38,Maryland,3
2018,UConn,7,Temple,57
2018,Alabama,52,Auburn,21
2018,Miami,24,Pittsburgh,3
2018,Wisconsin,15,Minnesota,37
2018,Arizona,40,Arizona State,41
2018,Michigan State,14,Rutgers,10
2018,Texas State,7,Arkansas State,33
2018,Vanderbilt,38,Tennessee,13
2018,Nicholls,49,San Diego,30
2018,Southern,38,Grambling,28
2018,Northern Iowa,16,Lamar,13
2018,Florida Atlantic,24,Charlotte,27
2018,Clemson,56,South Carolina,35
2018,Fresno State,31,San José State,13
2018,Louisville,10,Kentucky,56
2018,Iowa State,42,Kansas State,38
2018,California,33,Colorado,21
2018,UTSA,21,North Texas,24
2018,Jacksonville State,34,East Tennessee State,27
2018,Texas A&M,74,LSU,72
2018,USC,17,Notre Dame,24
2018,TCU,31,Oklahoma State,24
2018,UNLV,34,Nevada,29
2018,Utah,35,BYU,27
2018,Boise State,33,Utah State,24
2018,San Diego State,30,Hawai'i,31
2018,The Citadel,43,Charleston Southern,14
2018,Buffalo,29,Northern Illinois,30
2018,Washington,10,Utah,3
2018,App State,30,Louisiana,19
2018,Iowa State,27,Drake,24
2018,South Carolina,28,Akron,3
2018,Maine,55,Jacksonville State,27
2018,Virginia Tech,41,Marshall,20
2018,Oklahoma,39,Texas,27
2018,NC State,58,East Carolina,3
2018,Colgate,23,James Madison,20
2018,Middle Tennessee,25,UAB,27
2018,Liberty,52,Norfolk State,17
2018,Kennesaw State,13,Wofford,10
2018,South Dakota State,51,Duquesne,6
2018,North Dakota State,52,Montana State,10
2018,California,13,Stanford,23
2018,UCF,56,Memphis,41
2018,Georgia,28,Alabama,35
2018,Weber State,48,Southeast Missouri State,23
2018,Alcorn State,37,Southern,28
2018,Eastern Washington,42,Nicholls,21
2018,UC Davis,23,Northern Iowa,16
2018,Boise State,16,Fresno State,19
2018,Pittsburgh,10,Clemson,42
2018,Ohio State,45,Northwestern,24
2018,Weber State,18,Maine,23
2018,North Dakota State,35,Colgate,0
2018,Kennesaw State,17,South Dakota State,27
2018,Army,17,Navy,10
2018,Eastern Washington,34,UC Davis,29
2018,Mary Hardin-Baylor,24,University of Mount Union,16
2018,North Dakota State,44,South Dakota State,21
2018,Alcorn State,22,North Carolina A&T,24
2018,Louisiana,24,Tulane,41
2018,Eastern Washington,50,Maine,19
2018,North Texas,13,Utah State,52
2018,Fresno State,31,Arizona State,20
2018,Valdosta State,49,Ferris State,47
2018,Eastern Michigan,21,Georgia Southern,23
2018,App State,45,Middle Tennessee,13
2018,Northern Illinois,13,UAB,37
2018,Ohio,27,San Diego State,0
2018,South Florida,20,Marshall,38
2018,Toledo,32,Florida International,35
2018,BYU,49,Western Michigan,18
2018,Wake Forest,37,Memphis,34
2018,Army,70,Houston,14
2018,Troy,42,Buffalo,32
2018,Louisiana Tech,31,Hawai'i,14
2018,Georgia Tech,10,Minnesota,34
2018,TCU,10,California,7
2018,Duke,56,Temple,27
2018,Wisconsin,35,Miami,3
2018,Vanderbilt,38,Baylor,45
2018,Auburn,63,Purdue,14
2018,Syracuse,34,West Virginia,18
2018,Washington State,28,Iowa State,26
2018,Virginia,28,South Carolina,0
2018,Michigan,15,Florida,41
2018,Nevada,16,Arkansas State,13
2018,Clemson,30,Notre Dame,3
2018,Alabama,45,Oklahoma,34
2018,Virginia Tech,31,Cincinnati,35
2018,Pittsburgh,13,Stanford,14
2018,Oregon,7,Michigan State,6
2018,Oklahoma State,38,Missouri,33
2018,Utah,20,Northwestern,31
2018,Texas A&M,52,NC State,13
2018,Iowa,27,Mississippi State,22
2018,Penn State,24,Kentucky,27
2018,UCF,32,LSU,40
2018,Ohio State,28,Washington,23
2018,Georgia,21,Texas,28
2018,North Dakota State,38,Eastern Washington,24
2018,Alabama,16,Clemson,44
2019,Colgate,14,Villanova,34
2019,Samford,22,Youngstown State,45
2019,Florida,24,Miami,20
2019,Hawai'i,45,Arizona,38
2019,Morehead State,44,Union College,7
2019,Richmond,38,Jacksonville,19
2019,UConn,24,Wagner,21
2019,Cincinnati,24,UCLA,14
2019,Buffalo,38,Robert Morris,10
2019,Bowling Green,46,Morgan State,3
2019,Chattanooga,24,Eastern Illinois,10
2019,Murray State,59,Pikeville,20
2019,Eastern Kentucky,53,Valparaiso,7
2019,Stony Brook,35,Bryant,10
2019,Delaware,31,Delaware State,13
2019,Charlotte,49,Gardner-Webb,28
2019,Western Kentucky,28,Central Arkansas,35
2019,UCF,62,Florida A&M,0
2019,UT Martin,42,Northwestern State,20
2019,Southeast Missouri State,44,Southern Illinois,26
2019,SE Louisiana,35,Jacksonville State,14
2019,North Alabama,26,Western Illinois,17
2019,Lamar,65,Bethel University Tennessee,16
2019,UAB,24,Alabama State,19
2019,Clemson,52,Georgia Tech,14
2019,Austin Peay,41,North Carolina Central,10
2019,Tulane,42,Florida International,14
2019,Texas A&M,41,Texas State,7
2019,Central Michigan,38,UAlbany,21
2019,Minnesota,28,South Dakota State,21
2019,Northern Arizona,37,Missouri State,23
2019,Arizona State,30,Kent State,7
2019,San José State,35,Northern Colorado,18
2019,BYU,12,Utah,30
2019,Maine,42,Sacred Heart,14
2019,Army,14,Rice,7
2019,Michigan State,28,Tulsa,7
2019,Rutgers,48,Massachusetts,21
2019,South Florida,0,Wisconsin,49
2019,Wake Forest,38,Utah State,35
2019,Nevada,34,Purdue,31
2019,Colorado,52,Colorado State,31
2019,Oregon State,36,Oklahoma State,52
2019,Ohio State,45,Florida Atlantic,21
2019,Iowa State,29,Northern Iowa,26
2019,Louisiana,28,Mississippi State,38
2019,Ball State,24,Indiana,34
2019,Illinois,42,Akron,3
2019,Memphis,15,Ole Miss,10
2019,Kentucky,38,Toledo,24
2019,Florida State,31,Boise State,36
2019,NC State,34,East Carolina,6
2019,Nebraska,35,South Alabama,21
2019,Maryland,79,Howard,0
2019,Kansas,24,Indiana State,17
2019,Lehigh,13,St. Francis (PA),14
2019,Davidson,27,Georgetown,20
2019,Furman,46,Charleston Southern,13
2019,West Virginia,20,James Madison,13
2019,Ohio,41,Rhode Island,20
2019,The Citadel,21,Towson,28
2019,South Dakota,17,Montana,31
2019,Merrimack,45,Virginia University Of Lynchburg,14
2019,Temple,56,Bucknell,12
2019,Washington,47,Eastern Washington,14
2019,Alabama,42,Duke,3
2019,Navy,45,Holy Cross,7
2019,Penn State,79,Idaho,7
2019,North Carolina,24,South Carolina,20
2019,App State,42,East Tennessee State,7
2019,Coastal Carolina,23,Eastern Michigan,30
2019,Air Force,48,Colgate,7
2019,Tennessee,30,Georgia State,38
2019,Boston College,35,Virginia Tech,28
2019,Stanford,17,Northwestern,7
2019,North Dakota State,57,Butler,10
2019,Arkansas,20,Portland State,13
2019,Texas Tech,45,Montana State,10
2019,Cal Poly,52,San Diego,34
2019,North Dakota,47,Drake,7
2019,Hampton,65,Elizabeth City State,7
2019,New Mexico,39,Sam Houston,31
2019,North Carolina A&T,24,Elon,21
2019,William & Mary,30,Lafayette,17
2019,UTSA,35,Incarnate Word,7
2019,Troy,43,Campbell,14
2019,South Carolina State,28,Wofford,13
2019,Western Carolina,27,Mercer,49
2019,Fordham,23,Central Connecticut,26
2019,Liberty,0,Syracuse,24
2019,Kennesaw State,59,Point University,0
2019,Texas Southern,23,Prairie View A&M,44
2019,California,27,UC Davis,13
2019,Marshall,56,VMI,17
2019,Western Michigan,48,Monmouth,13
2019,Southern Miss,38,Alcorn State,10
2019,Baylor,56,Stephen F. Austin,17
2019,McNeese,34,Southern,28
2019,Tennessee Tech,59,Samford,58
2019,Tennessee State,26,Mississippi Valley State,20
2019,Arkansas State,30,SMU,37
2019,Old Dominion,24,Norfolk State,21
2019,Northern Illinois,24,Illinois State,10
2019,Kansas State,49,Nicholls,14
2019,Iowa,38,Miami (OH),14
2019,North Texas,51,Abilene Christian,31
2019,Vanderbilt,6,Georgia,30
2019,Pittsburgh,14,Virginia,30
2019,LSU,55,Georgia Southern,3
2019,Wyoming,37,Missouri,31
2019,Auburn,27,Oregon,21
2019,Michigan,40,Middle Tennessee,21
2019,Texas,45,Louisiana Tech,14
2019,TCU,39,Arkansas-Pine Bluff,7
2019,UL Monroe,31,Grambling,9
2019,UTEP,36,Houston Christian,34
2019,Sacramento State,77,Southern Oregon,19
2019,San Diego State,6,Weber State,0
2019,UNLV,56,Southern Utah,23
2019,Washington State,58,New Mexico State,7
2019,USC,31,Fresno State,23
2019,Jackson State,15,Bethune-Cookman,36
2019,Alabama A&M,35,Morehouse College,30
2019,Oklahoma,49,Houston,31
2019,Louisville,17,Notre Dame,35
2019,Idaho State,38,Western Colorado,13
2019,Rice,21,Wake Forest,41
2019,Virginia,52,William & Mary,17
2019,Boise State,14,Marshall,7
2019,Arizona State,19,Sacramento State,7
2019,Pittsburgh,20,Ohio,10
2019,Kansas State,52,Bowling Green,0
2019,Ohio State,42,Cincinnati,0
2019,Purdue,42,Vanderbilt,24
2019,Iowa,30,Rutgers,0
2019,Virginia Tech,31,Old Dominion,17
2019,Missouri,38,West Virginia,7
2019,Memphis,55,Southern,24
2019,Michigan,24,Army,21
2019,Kent State,26,Kennesaw State,23
2019,Maryland,63,Syracuse,20
2019,Akron,20,UAB,31
2019,South Carolina,72,Charleston Southern,10
2019,Georgetown,43,Marist,3
2019,NC State,41,Western Carolina,0
2019,Monmouth,24,Lafayette,21
2019,Utah,35,Northern Illinois,17
2019,Robert Morris,7,Kentucky State,13
2019,Holy Cross,13,New Hampshire,10
2019,Indiana State,35,Dayton,42
2019,VMI,63,Mars Hill,21
2019,Georgia Tech,14,South Florida,10
2019,Ball State,57,Fordham,29
2019,Youngstown State,54,Howard,28
2019,Elon,35,The Citadel,28
2019,Presbyterian,7,Mercer,45
2019,Miami (OH),48,Tennessee Tech,17
2019,Austin Peay,16,Central Arkansas,24
2019,Massachusetts,20,Southern Illinois,45
2019,Colorado,34,Nebraska,31
2019,Clemson,24,Texas A&M,10
2019,Indiana,52,Eastern Illinois,0
